gene,score
ORTHOMCL20152,FALSE
ORTHOMCL20153,TRUE
ORTHOMCL20154,FALSE
ORTHOMCL20156,FALSE
ORTHOMCL20159,FALSE
ORTHOMCL2016,FALSE
ORTHOMCL20162,FALSE
ORTHOMCL20166,FALSE
ORTHOMCL20167,FALSE
ORTHOMCL20170,FALSE
ORTHOMCL20172,FALSE
ORTHOMCL20173,FALSE
ORTHOMCL20174,FALSE
ORTHOMCL20177,FALSE
ORTHOMCL20178,TRUE
ORTHOMCL20180,FALSE
ORTHOMCL20184,FALSE
ORTHOMCL20186,FALSE
ORTHOMCL20188,FALSE
ORTHOMCL2019,TRUE
ORTHOMCL20191,FALSE
ORTHOMCL20194,FALSE
ORTHOMCL20195,FALSE
ORTHOMCL20196,FALSE
ORTHOMCL20200,FALSE
ORTHOMCL20203,FALSE
ORTHOMCL20205,FALSE
ORTHOMCL20206,FALSE
ORTHOMCL2022,FALSE
ORTHOMCL20221,FALSE
ORTHOMCL20224,NA
ORTHOMCL20226,FALSE
ORTHOMCL20228,FALSE
ORTHOMCL20229,FALSE
ORTHOMCL20231,FALSE
ORTHOMCL20232,FALSE
ORTHOMCL20235,TRUE
ORTHOMCL20239,FALSE
ORTHOMCL20243,FALSE
ORTHOMCL20247,TRUE
ORTHOMCL20252,TRUE
ORTHOMCL20253,FALSE
ORTHOMCL20256,FALSE
ORTHOMCL20258,FALSE
ORTHOMCL20260,FALSE
ORTHOMCL20262,TRUE
ORTHOMCL20265,FALSE
ORTHOMCL20275,FALSE
ORTHOMCL20276,FALSE
ORTHOMCL20277,FALSE
ORTHOMCL20278,NA
ORTHOMCL20279,FALSE
ORTHOMCL2028,FALSE
ORTHOMCL20280,FALSE
ORTHOMCL20281,FALSE
ORTHOMCL20282,NA
ORTHOMCL20284,FALSE
ORTHOMCL20286,FALSE
ORTHOMCL2029,FALSE
ORTHOMCL20290,FALSE
ORTHOMCL20291,FALSE
ORTHOMCL20292,FALSE
ORTHOMCL20299,TRUE
ORTHOMCL20301,FALSE
ORTHOMCL20303,FALSE
ORTHOMCL20304,FALSE
ORTHOMCL20306,FALSE
ORTHOMCL20308,FALSE
ORTHOMCL20309,FALSE
ORTHOMCL2031,FALSE
ORTHOMCL20310,FALSE
ORTHOMCL20311,FALSE
ORTHOMCL20312,FALSE
ORTHOMCL20313,FALSE
ORTHOMCL20314,FALSE
ORTHOMCL20315,TRUE
ORTHOMCL20317,FALSE
ORTHOMCL20318,FALSE
ORTHOMCL2032,FALSE
ORTHOMCL20322,FALSE
ORTHOMCL20324,FALSE
ORTHOMCL20326,TRUE
ORTHOMCL20328,FALSE
ORTHOMCL20331,FALSE
ORTHOMCL20333,FALSE
ORTHOMCL20334,FALSE
ORTHOMCL20338,FALSE
ORTHOMCL20343,FALSE
ORTHOMCL20344,FALSE
ORTHOMCL20345,FALSE
ORTHOMCL20348,FALSE
ORTHOMCL20350,FALSE
ORTHOMCL20351,FALSE
ORTHOMCL20352,FALSE
ORTHOMCL20356,FALSE
ORTHOMCL20363,FALSE
ORTHOMCL20364,FALSE
ORTHOMCL20366,FALSE
ORTHOMCL20368,FALSE
ORTHOMCL20369,FALSE
ORTHOMCL20370,FALSE
ORTHOMCL20371,FALSE
ORTHOMCL20374,FALSE
ORTHOMCL20377,FALSE
ORTHOMCL2038,FALSE
ORTHOMCL20382,FALSE
ORTHOMCL20383,FALSE
ORTHOMCL20384,TRUE
ORTHOMCL20386,FALSE
ORTHOMCL20388,FALSE
ORTHOMCL20390,FALSE
ORTHOMCL20392,FALSE
ORTHOMCL20396,FALSE
ORTHOMCL20398,FALSE
ORTHOMCL20399,FALSE
ORTHOMCL2040,FALSE
ORTHOMCL20402,FALSE
ORTHOMCL20405,FALSE
ORTHOMCL20407,FALSE
ORTHOMCL20408,FALSE
ORTHOMCL2041,FALSE
ORTHOMCL20410,FALSE
ORTHOMCL20411,FALSE
ORTHOMCL20415,FALSE
ORTHOMCL20417,FALSE
ORTHOMCL20418,FALSE
ORTHOMCL20419,FALSE
ORTHOMCL2042,FALSE
ORTHOMCL20420,FALSE
ORTHOMCL20422,TRUE
ORTHOMCL20425,FALSE
ORTHOMCL20426,FALSE
ORTHOMCL20427,FALSE
ORTHOMCL20429,FALSE
ORTHOMCL20430,FALSE
ORTHOMCL20432,TRUE
ORTHOMCL20433,FALSE
ORTHOMCL20434,FALSE
ORTHOMCL20435,FALSE
ORTHOMCL20436,FALSE
ORTHOMCL20439,FALSE
ORTHOMCL20440,FALSE
ORTHOMCL20441,FALSE
ORTHOMCL20442,FALSE
ORTHOMCL20443,FALSE
ORTHOMCL20444,NA
ORTHOMCL20445,FALSE
ORTHOMCL20448,FALSE
ORTHOMCL2045,FALSE
ORTHOMCL20451,FALSE
ORTHOMCL20452,FALSE
ORTHOMCL20453,FALSE
ORTHOMCL20454,FALSE
ORTHOMCL20457,FALSE
ORTHOMCL20461,FALSE
ORTHOMCL20462,FALSE
ORTHOMCL20464,FALSE
ORTHOMCL20467,FALSE
ORTHOMCL2047,FALSE
ORTHOMCL20470,FALSE
ORTHOMCL20471,NA
ORTHOMCL20472,FALSE
ORTHOMCL20473,FALSE
ORTHOMCL20474,FALSE
ORTHOMCL20475,FALSE
ORTHOMCL20477,FALSE
ORTHOMCL20478,FALSE
ORTHOMCL20479,FALSE
ORTHOMCL20483,FALSE
ORTHOMCL20484,FALSE
ORTHOMCL20485,NA
ORTHOMCL20488,FALSE
ORTHOMCL20489,FALSE
ORTHOMCL20490,TRUE
ORTHOMCL20491,FALSE
ORTHOMCL20492,FALSE
ORTHOMCL20493,TRUE
ORTHOMCL20497,FALSE
ORTHOMCL20498,FALSE
ORTHOMCL20504,FALSE
ORTHOMCL20505,FALSE
ORTHOMCL20507,FALSE
ORTHOMCL20509,FALSE
ORTHOMCL20510,FALSE
ORTHOMCL20511,FALSE
ORTHOMCL20512,FALSE
ORTHOMCL20514,FALSE
ORTHOMCL20517,FALSE
ORTHOMCL20519,FALSE
ORTHOMCL2052,FALSE
ORTHOMCL20521,FALSE
ORTHOMCL20522,FALSE
ORTHOMCL20523,FALSE
ORTHOMCL20529,TRUE
ORTHOMCL2053,FALSE
ORTHOMCL20531,FALSE
ORTHOMCL20532,FALSE
ORTHOMCL20535,TRUE
ORTHOMCL20536,FALSE
ORTHOMCL20539,FALSE
ORTHOMCL20540,FALSE
ORTHOMCL20542,TRUE
ORTHOMCL20544,FALSE
ORTHOMCL20545,NA
ORTHOMCL20546,NA
ORTHOMCL20548,FALSE
ORTHOMCL20550,FALSE
ORTHOMCL20552,FALSE
ORTHOMCL20553,FALSE
ORTHOMCL20557,FALSE
ORTHOMCL2056,FALSE
ORTHOMCL20560,FALSE
ORTHOMCL20561,FALSE
ORTHOMCL20562,FALSE
ORTHOMCL20566,FALSE
ORTHOMCL2057,FALSE
ORTHOMCL20570,FALSE
ORTHOMCL20575,TRUE
ORTHOMCL20577,FALSE
ORTHOMCL20579,FALSE
ORTHOMCL2058,FALSE
ORTHOMCL20580,TRUE
ORTHOMCL20581,FALSE
ORTHOMCL20582,FALSE
ORTHOMCL20583,FALSE
ORTHOMCL20584,FALSE
ORTHOMCL20585,FALSE
ORTHOMCL20589,FALSE
ORTHOMCL2059,FALSE
ORTHOMCL20591,FALSE
ORTHOMCL20594,FALSE
ORTHOMCL20595,FALSE
ORTHOMCL20597,FALSE
ORTHOMCL20598,FALSE
ORTHOMCL20599,TRUE
ORTHOMCL20600,FALSE
ORTHOMCL20601,FALSE
ORTHOMCL20603,FALSE
ORTHOMCL20606,TRUE
ORTHOMCL20608,TRUE
ORTHOMCL20613,FALSE
ORTHOMCL20614,FALSE
ORTHOMCL20616,FALSE
ORTHOMCL20619,FALSE
ORTHOMCL20620,FALSE
ORTHOMCL20621,FALSE
ORTHOMCL20622,FALSE
ORTHOMCL20623,FALSE
ORTHOMCL20624,FALSE
ORTHOMCL20625,FALSE
ORTHOMCL20627,FALSE
ORTHOMCL20628,FALSE
ORTHOMCL20630,FALSE
ORTHOMCL20632,FALSE
ORTHOMCL20637,FALSE
ORTHOMCL20640,TRUE
ORTHOMCL20641,FALSE
ORTHOMCL20643,FALSE
ORTHOMCL20644,FALSE
ORTHOMCL20646,FALSE
ORTHOMCL20647,FALSE
ORTHOMCL2065,FALSE
ORTHOMCL20650,FALSE
ORTHOMCL20651,FALSE
ORTHOMCL20652,FALSE
ORTHOMCL20653,FALSE
ORTHOMCL20654,FALSE
ORTHOMCL20657,FALSE
ORTHOMCL20659,TRUE
ORTHOMCL20661,FALSE
ORTHOMCL20662,FALSE
ORTHOMCL20665,FALSE
ORTHOMCL20666,FALSE
ORTHOMCL20667,FALSE
ORTHOMCL20669,FALSE
ORTHOMCL2067,FALSE
ORTHOMCL20670,TRUE
ORTHOMCL20671,FALSE
ORTHOMCL20673,FALSE
ORTHOMCL20674,FALSE
ORTHOMCL20675,FALSE
ORTHOMCL20676,FALSE
ORTHOMCL20678,FALSE
ORTHOMCL20679,FALSE
ORTHOMCL20681,FALSE
ORTHOMCL20684,FALSE
ORTHOMCL20687,FALSE
ORTHOMCL20688,FALSE
ORTHOMCL20689,FALSE
ORTHOMCL20692,TRUE
ORTHOMCL20694,FALSE
ORTHOMCL20696,FALSE
ORTHOMCL20697,FALSE
ORTHOMCL20698,FALSE
ORTHOMCL2070,FALSE
ORTHOMCL20701,FALSE
ORTHOMCL20704,FALSE
ORTHOMCL20705,FALSE
ORTHOMCL20706,FALSE
ORTHOMCL2071,FALSE
ORTHOMCL20710,FALSE
ORTHOMCL20712,FALSE
ORTHOMCL20713,FALSE
ORTHOMCL20716,FALSE
ORTHOMCL20717,FALSE
ORTHOMCL20721,FALSE
ORTHOMCL20725,FALSE
ORTHOMCL20729,FALSE
ORTHOMCL20731,FALSE
ORTHOMCL20739,FALSE
ORTHOMCL20745,FALSE
ORTHOMCL2075,FALSE
ORTHOMCL20750,FALSE
ORTHOMCL20753,NA
ORTHOMCL20754,FALSE
ORTHOMCL20763,FALSE
ORTHOMCL20767,FALSE
ORTHOMCL2077,FALSE
ORTHOMCL20770,FALSE
ORTHOMCL20771,FALSE
ORTHOMCL20772,FALSE
ORTHOMCL20776,NA
ORTHOMCL20777,FALSE
ORTHOMCL20780,FALSE
ORTHOMCL20784,FALSE
ORTHOMCL20785,FALSE
ORTHOMCL20786,FALSE
ORTHOMCL20789,FALSE
ORTHOMCL20793,FALSE
ORTHOMCL20794,FALSE
ORTHOMCL20796,FALSE
ORTHOMCL2080,FALSE
ORTHOMCL20800,FALSE
ORTHOMCL20802,FALSE
ORTHOMCL20803,FALSE
ORTHOMCL20808,FALSE
ORTHOMCL20815,FALSE
ORTHOMCL2082,TRUE
ORTHOMCL20826,FALSE
ORTHOMCL20828,TRUE
ORTHOMCL20829,FALSE
ORTHOMCL2083,FALSE
ORTHOMCL20834,FALSE
ORTHOMCL20842,FALSE
ORTHOMCL20846,NA
ORTHOMCL20847,FALSE
ORTHOMCL20849,FALSE
ORTHOMCL20851,FALSE
ORTHOMCL20854,FALSE
ORTHOMCL2086,FALSE
ORTHOMCL20861,FALSE
ORTHOMCL20865,FALSE
ORTHOMCL20867,FALSE
ORTHOMCL20870,FALSE
ORTHOMCL20872,FALSE
ORTHOMCL20879,FALSE
ORTHOMCL2088,FALSE
ORTHOMCL20880,FALSE
ORTHOMCL20881,FALSE
ORTHOMCL2089,FALSE
ORTHOMCL20892,FALSE
ORTHOMCL20893,FALSE
ORTHOMCL20895,TRUE
ORTHOMCL20896,FALSE
ORTHOMCL20898,FALSE
ORTHOMCL20900,FALSE
ORTHOMCL20905,FALSE
ORTHOMCL20910,FALSE
ORTHOMCL20911,FALSE
ORTHOMCL20919,FALSE
ORTHOMCL20920,FALSE
ORTHOMCL20924,FALSE
ORTHOMCL20925,FALSE
ORTHOMCL20930,FALSE
ORTHOMCL20939,TRUE
ORTHOMCL20943,FALSE
ORTHOMCL20944,FALSE
ORTHOMCL20946,FALSE
ORTHOMCL20947,FALSE
ORTHOMCL2095,FALSE
ORTHOMCL20955,FALSE
ORTHOMCL20967,TRUE
ORTHOMCL20968,FALSE
ORTHOMCL20969,FALSE
ORTHOMCL2097,FALSE
ORTHOMCL20970,FALSE
ORTHOMCL20971,FALSE
ORTHOMCL20973,TRUE
ORTHOMCL20975,FALSE
ORTHOMCL20977,NA
ORTHOMCL20980,FALSE
ORTHOMCL20983,NA
ORTHOMCL20985,FALSE
ORTHOMCL20987,FALSE
ORTHOMCL2099,FALSE
ORTHOMCL20994,FALSE
ORTHOMCL20995,FALSE
ORTHOMCL21004,FALSE
ORTHOMCL21007,FALSE
ORTHOMCL21009,FALSE
ORTHOMCL2101,FALSE
ORTHOMCL21011,FALSE
ORTHOMCL21015,FALSE
ORTHOMCL21017,FALSE
ORTHOMCL2102,FALSE
ORTHOMCL21020,FALSE
ORTHOMCL21022,FALSE
ORTHOMCL21023,FALSE
ORTHOMCL21024,FALSE
ORTHOMCL21028,NA
ORTHOMCL21034,TRUE
ORTHOMCL21036,TRUE
ORTHOMCL21037,FALSE
ORTHOMCL21038,FALSE
ORTHOMCL21039,FALSE
ORTHOMCL21040,FALSE
ORTHOMCL21042,FALSE
ORTHOMCL21046,FALSE
ORTHOMCL21048,FALSE
ORTHOMCL21049,FALSE
ORTHOMCL21055,FALSE
ORTHOMCL21056,FALSE
ORTHOMCL21058,FALSE
ORTHOMCL21059,FALSE
ORTHOMCL21063,FALSE
ORTHOMCL21071,TRUE
ORTHOMCL21073,FALSE
ORTHOMCL21074,FALSE
ORTHOMCL21075,TRUE
ORTHOMCL21076,FALSE
ORTHOMCL21084,FALSE
ORTHOMCL21087,FALSE
ORTHOMCL2109,FALSE
ORTHOMCL21090,FALSE
ORTHOMCL21098,FALSE
ORTHOMCL2110,FALSE
ORTHOMCL21102,FALSE
ORTHOMCL21107,FALSE
ORTHOMCL2111,FALSE
ORTHOMCL21110,FALSE
ORTHOMCL21113,FALSE
ORTHOMCL21114,FALSE
ORTHOMCL21116,FALSE
ORTHOMCL2112,FALSE
ORTHOMCL21121,FALSE
ORTHOMCL21122,FALSE
ORTHOMCL21123,FALSE
ORTHOMCL21124,FALSE
ORTHOMCL21127,FALSE
ORTHOMCL21128,FALSE
ORTHOMCL21129,FALSE
ORTHOMCL21131,FALSE
ORTHOMCL21134,TRUE
ORTHOMCL21141,FALSE
ORTHOMCL21143,FALSE
ORTHOMCL21144,FALSE
ORTHOMCL21146,FALSE
ORTHOMCL21147,FALSE
ORTHOMCL2115,FALSE
ORTHOMCL21150,NA
ORTHOMCL21154,FALSE
ORTHOMCL21159,FALSE
ORTHOMCL21161,FALSE
ORTHOMCL21162,TRUE
ORTHOMCL21164,FALSE
ORTHOMCL21169,FALSE
ORTHOMCL21176,FALSE
ORTHOMCL21179,FALSE
ORTHOMCL2118,FALSE
ORTHOMCL21182,FALSE
ORTHOMCL21184,FALSE
ORTHOMCL21187,FALSE
ORTHOMCL21197,FALSE
ORTHOMCL2120,FALSE
ORTHOMCL21203,FALSE
ORTHOMCL2121,FALSE
ORTHOMCL21210,FALSE
ORTHOMCL21218,FALSE
ORTHOMCL21221,FALSE
ORTHOMCL21222,TRUE
ORTHOMCL21224,FALSE
ORTHOMCL21225,FALSE
ORTHOMCL2123,FALSE
ORTHOMCL21232,FALSE
ORTHOMCL21233,FALSE
ORTHOMCL21237,FALSE
ORTHOMCL21238,FALSE
ORTHOMCL21242,FALSE
ORTHOMCL21248,FALSE
ORTHOMCL2125,FALSE
ORTHOMCL21252,FALSE
ORTHOMCL21255,FALSE
ORTHOMCL21256,FALSE
ORTHOMCL21257,TRUE
ORTHOMCL2126,FALSE
ORTHOMCL21263,FALSE
ORTHOMCL21264,FALSE
ORTHOMCL21266,FALSE
ORTHOMCL21267,FALSE
ORTHOMCL21269,FALSE
ORTHOMCL21273,FALSE
ORTHOMCL21277,FALSE
ORTHOMCL21278,FALSE
ORTHOMCL21279,FALSE
ORTHOMCL2128,FALSE
ORTHOMCL21282,FALSE
ORTHOMCL21283,FALSE
ORTHOMCL21284,TRUE
ORTHOMCL2129,TRUE
ORTHOMCL21290,FALSE
ORTHOMCL21294,FALSE
ORTHOMCL21297,FALSE
ORTHOMCL21298,FALSE
ORTHOMCL21302,FALSE
ORTHOMCL21303,FALSE
ORTHOMCL21313,FALSE
ORTHOMCL21314,FALSE
ORTHOMCL21317,FALSE
ORTHOMCL21319,FALSE
ORTHOMCL2132,FALSE
ORTHOMCL21322,TRUE
ORTHOMCL21327,FALSE
ORTHOMCL21330,FALSE
ORTHOMCL21332,FALSE
ORTHOMCL21334,FALSE
ORTHOMCL21335,FALSE
ORTHOMCL2134,FALSE
ORTHOMCL21340,FALSE
ORTHOMCL21344,FALSE
ORTHOMCL21347,FALSE
ORTHOMCL2135,FALSE
ORTHOMCL21352,FALSE
ORTHOMCL21354,FALSE
ORTHOMCL21358,TRUE
ORTHOMCL21360,FALSE
ORTHOMCL21362,FALSE
ORTHOMCL21369,FALSE
ORTHOMCL21376,FALSE
ORTHOMCL21377,FALSE
ORTHOMCL2138,FALSE
ORTHOMCL21380,FALSE
ORTHOMCL21383,FALSE
ORTHOMCL21385,FALSE
ORTHOMCL21389,FALSE
ORTHOMCL21391,FALSE
ORTHOMCL21392,FALSE
ORTHOMCL21395,FALSE
ORTHOMCL21396,FALSE
ORTHOMCL21399,FALSE
ORTHOMCL2140,FALSE
ORTHOMCL21401,FALSE
ORTHOMCL21403,FALSE
ORTHOMCL21405,FALSE
ORTHOMCL21407,TRUE
ORTHOMCL21408,FALSE
ORTHOMCL21409,FALSE
ORTHOMCL2141,FALSE
ORTHOMCL21416,FALSE
ORTHOMCL21419,FALSE
ORTHOMCL21421,FALSE
ORTHOMCL21422,FALSE
ORTHOMCL21424,FALSE
ORTHOMCL21425,FALSE
ORTHOMCL21426,FALSE
ORTHOMCL21427,FALSE
ORTHOMCL21428,FALSE
ORTHOMCL21429,FALSE
ORTHOMCL2143,FALSE
ORTHOMCL21433,FALSE
ORTHOMCL21434,FALSE
ORTHOMCL21442,FALSE
ORTHOMCL21444,FALSE
ORTHOMCL21445,TRUE
ORTHOMCL2145,FALSE
ORTHOMCL21452,FALSE
ORTHOMCL21453,FALSE
ORTHOMCL21456,FALSE
ORTHOMCL21457,FALSE
ORTHOMCL21458,FALSE
ORTHOMCL2146,FALSE
ORTHOMCL21460,FALSE
ORTHOMCL21461,FALSE
ORTHOMCL21462,FALSE
ORTHOMCL21466,FALSE
ORTHOMCL21467,FALSE
ORTHOMCL21468,FALSE
ORTHOMCL21469,FALSE
ORTHOMCL21472,FALSE
ORTHOMCL21474,FALSE
ORTHOMCL21476,FALSE
ORTHOMCL2148,FALSE
ORTHOMCL21480,FALSE
ORTHOMCL21483,FALSE
ORTHOMCL21484,FALSE
ORTHOMCL21485,FALSE
ORTHOMCL21486,FALSE
ORTHOMCL21487,FALSE
ORTHOMCL21489,FALSE
ORTHOMCL21491,TRUE
ORTHOMCL21492,FALSE
ORTHOMCL21494,FALSE
ORTHOMCL21499,FALSE
ORTHOMCL2150,FALSE
ORTHOMCL21501,FALSE
ORTHOMCL21502,TRUE
ORTHOMCL21503,TRUE
ORTHOMCL21504,FALSE
ORTHOMCL21505,FALSE
ORTHOMCL21506,FALSE
ORTHOMCL2151,FALSE
ORTHOMCL21510,FALSE
ORTHOMCL21512,FALSE
ORTHOMCL21514,FALSE
ORTHOMCL21517,FALSE
ORTHOMCL2152,FALSE
ORTHOMCL21520,FALSE
ORTHOMCL21521,FALSE
ORTHOMCL21523,FALSE
ORTHOMCL21526,FALSE
ORTHOMCL21528,FALSE
ORTHOMCL21529,FALSE
ORTHOMCL2153,FALSE
ORTHOMCL21533,FALSE
ORTHOMCL21534,FALSE
ORTHOMCL21535,FALSE
ORTHOMCL21536,FALSE
ORTHOMCL21537,FALSE
ORTHOMCL21538,FALSE
ORTHOMCL21539,FALSE
ORTHOMCL21543,FALSE
ORTHOMCL21546,FALSE
ORTHOMCL21549,FALSE
ORTHOMCL2155,FALSE
ORTHOMCL21550,TRUE
ORTHOMCL21551,FALSE
ORTHOMCL21552,FALSE
ORTHOMCL21554,FALSE
ORTHOMCL21555,FALSE
ORTHOMCL21556,FALSE
ORTHOMCL2156,FALSE
ORTHOMCL21561,FALSE
ORTHOMCL21564,FALSE
ORTHOMCL21565,FALSE
ORTHOMCL21566,FALSE
ORTHOMCL2157,FALSE
ORTHOMCL21570,FALSE
ORTHOMCL21571,FALSE
ORTHOMCL21572,TRUE
ORTHOMCL21573,FALSE
ORTHOMCL21577,FALSE
ORTHOMCL21579,FALSE
ORTHOMCL2158,FALSE
ORTHOMCL21581,FALSE
ORTHOMCL21583,FALSE
ORTHOMCL21586,FALSE
ORTHOMCL2159,FALSE
ORTHOMCL21592,FALSE
ORTHOMCL21593,FALSE
ORTHOMCL21594,FALSE
ORTHOMCL21595,FALSE
ORTHOMCL21596,FALSE
ORTHOMCL21598,FALSE
ORTHOMCL21601,FALSE
ORTHOMCL21603,FALSE
ORTHOMCL21605,FALSE
ORTHOMCL21606,FALSE
ORTHOMCL21608,FALSE
ORTHOMCL2161,FALSE
ORTHOMCL21610,FALSE
ORTHOMCL21615,FALSE
ORTHOMCL21619,FALSE
ORTHOMCL21620,FALSE
ORTHOMCL21621,FALSE
ORTHOMCL21622,FALSE
ORTHOMCL21625,TRUE
ORTHOMCL21626,FALSE
ORTHOMCL21629,FALSE
ORTHOMCL2163,FALSE
ORTHOMCL21631,FALSE
ORTHOMCL21633,FALSE
ORTHOMCL21634,FALSE
ORTHOMCL21635,FALSE
ORTHOMCL21637,FALSE
ORTHOMCL21641,FALSE
ORTHOMCL21649,FALSE
ORTHOMCL2165,FALSE
ORTHOMCL21650,FALSE
ORTHOMCL21651,FALSE
ORTHOMCL21653,FALSE
ORTHOMCL21655,FALSE
ORTHOMCL21657,FALSE
ORTHOMCL21658,FALSE
ORTHOMCL21660,FALSE
ORTHOMCL21662,FALSE
ORTHOMCL21663,FALSE
ORTHOMCL21665,FALSE
ORTHOMCL21667,FALSE
ORTHOMCL21668,FALSE
ORTHOMCL21669,FALSE
ORTHOMCL2167,FALSE
ORTHOMCL21673,FALSE
ORTHOMCL21675,FALSE
ORTHOMCL21676,FALSE
ORTHOMCL21677,FALSE
ORTHOMCL21678,FALSE
ORTHOMCL21682,FALSE
ORTHOMCL21686,FALSE
ORTHOMCL2169,FALSE
ORTHOMCL21691,FALSE
ORTHOMCL21692,TRUE
ORTHOMCL21695,TRUE
ORTHOMCL21696,FALSE
ORTHOMCL2170,FALSE
ORTHOMCL21700,FALSE
ORTHOMCL21701,FALSE
ORTHOMCL21703,FALSE
ORTHOMCL21704,FALSE
ORTHOMCL21709,FALSE
ORTHOMCL21710,FALSE
ORTHOMCL21711,FALSE
ORTHOMCL21712,FALSE
ORTHOMCL21713,FALSE
ORTHOMCL21714,FALSE
ORTHOMCL21715,FALSE
ORTHOMCL21716,FALSE
ORTHOMCL21718,FALSE
ORTHOMCL21720,FALSE
ORTHOMCL21723,FALSE
ORTHOMCL21724,FALSE
ORTHOMCL21725,FALSE
ORTHOMCL21728,FALSE
ORTHOMCL21729,TRUE
ORTHOMCL21731,FALSE
ORTHOMCL21732,FALSE
ORTHOMCL21736,NA
ORTHOMCL2174,FALSE
ORTHOMCL21741,FALSE
ORTHOMCL21743,FALSE
ORTHOMCL21744,FALSE
ORTHOMCL21747,FALSE
ORTHOMCL21750,FALSE
ORTHOMCL21751,FALSE
ORTHOMCL21752,FALSE
ORTHOMCL21753,FALSE
ORTHOMCL21754,FALSE
ORTHOMCL21758,FALSE
ORTHOMCL2176,FALSE
ORTHOMCL21760,FALSE
ORTHOMCL21761,FALSE
ORTHOMCL21762,FALSE
ORTHOMCL21765,FALSE
ORTHOMCL21767,FALSE
ORTHOMCL21768,FALSE
ORTHOMCL21769,FALSE
ORTHOMCL21772,FALSE
ORTHOMCL21776,FALSE
ORTHOMCL21777,FALSE
ORTHOMCL21779,FALSE
ORTHOMCL2178,FALSE
ORTHOMCL21781,FALSE
ORTHOMCL21783,FALSE
ORTHOMCL21786,FALSE
ORTHOMCL21789,FALSE
ORTHOMCL2179,FALSE
ORTHOMCL21791,FALSE
ORTHOMCL21792,FALSE
ORTHOMCL21793,FALSE
ORTHOMCL21796,FALSE
ORTHOMCL21797,FALSE
ORTHOMCL21798,FALSE
ORTHOMCL21799,FALSE
ORTHOMCL2180,FALSE
ORTHOMCL21801,FALSE
ORTHOMCL21804,FALSE
ORTHOMCL21805,FALSE
ORTHOMCL21807,FALSE
ORTHOMCL21808,FALSE
ORTHOMCL21809,FALSE
ORTHOMCL21812,FALSE
ORTHOMCL21814,FALSE
ORTHOMCL21819,FALSE
ORTHOMCL21821,NA
ORTHOMCL21824,FALSE
ORTHOMCL21827,FALSE
ORTHOMCL21828,FALSE
ORTHOMCL21831,FALSE
ORTHOMCL21834,FALSE
ORTHOMCL21835,FALSE
ORTHOMCL21836,FALSE
ORTHOMCL21838,FALSE
ORTHOMCL2184,FALSE
ORTHOMCL21847,FALSE
ORTHOMCL21848,FALSE
ORTHOMCL21856,FALSE
ORTHOMCL21857,FALSE
ORTHOMCL21861,FALSE
ORTHOMCL21862,FALSE
ORTHOMCL21865,TRUE
ORTHOMCL21870,FALSE
ORTHOMCL21873,FALSE
ORTHOMCL21875,FALSE
ORTHOMCL21876,FALSE
ORTHOMCL21878,FALSE
ORTHOMCL21883,FALSE
ORTHOMCL21887,FALSE
ORTHOMCL21891,FALSE
ORTHOMCL21892,NA
ORTHOMCL21894,FALSE
ORTHOMCL21897,FALSE
ORTHOMCL21898,FALSE
ORTHOMCL21900,FALSE
ORTHOMCL21901,FALSE
ORTHOMCL21903,FALSE
ORTHOMCL21905,FALSE
ORTHOMCL21906,FALSE
ORTHOMCL21908,FALSE
ORTHOMCL2191,FALSE
ORTHOMCL21911,FALSE
ORTHOMCL2192,FALSE
ORTHOMCL21921,FALSE
ORTHOMCL21922,FALSE
ORTHOMCL2193,FALSE
ORTHOMCL2194,FALSE
ORTHOMCL21941,FALSE
ORTHOMCL21942,FALSE
ORTHOMCL21943,FALSE
ORTHOMCL21945,FALSE
ORTHOMCL21946,FALSE
ORTHOMCL21947,FALSE
ORTHOMCL2195,FALSE
ORTHOMCL21951,FALSE
ORTHOMCL21952,FALSE
ORTHOMCL21953,FALSE
ORTHOMCL21959,FALSE
ORTHOMCL21960,TRUE
ORTHOMCL21963,TRUE
ORTHOMCL21966,FALSE
ORTHOMCL21968,FALSE
ORTHOMCL21969,FALSE
ORTHOMCL2197,FALSE
ORTHOMCL21970,FALSE
ORTHOMCL21971,FALSE
ORTHOMCL21974,FALSE
ORTHOMCL21975,FALSE
ORTHOMCL2198,FALSE
ORTHOMCL21981,FALSE
ORTHOMCL21984,FALSE
ORTHOMCL21987,FALSE
ORTHOMCL2199,FALSE
ORTHOMCL21993,FALSE
ORTHOMCL21994,FALSE
ORTHOMCL21995,FALSE
ORTHOMCL21997,FALSE
ORTHOMCL21998,FALSE
ORTHOMCL22001,FALSE
ORTHOMCL22002,NA
ORTHOMCL22007,FALSE
ORTHOMCL22008,NA
ORTHOMCL2201,FALSE
ORTHOMCL22012,FALSE
ORTHOMCL22014,FALSE
ORTHOMCL22015,FALSE
ORTHOMCL22016,FALSE
ORTHOMCL22017,FALSE
ORTHOMCL22018,FALSE
ORTHOMCL22020,FALSE
ORTHOMCL22022,FALSE
ORTHOMCL22030,FALSE
ORTHOMCL22033,FALSE
ORTHOMCL22035,FALSE
ORTHOMCL22037,FALSE
ORTHOMCL22044,NA
ORTHOMCL22047,FALSE
ORTHOMCL22049,TRUE
ORTHOMCL2205,FALSE
ORTHOMCL22052,FALSE
ORTHOMCL22054,FALSE
