seq	name.x	term	lev	value	swissProt	name.y	egn	db	description
ORTHOMCL7524	endosomal part	GO:0010008;GO:0044440	4	1	O00461	GOLI4_HUMAN	GOLI4	HUMAN	golgi integral membrane protein 4 [Source:HGNC Symbol;Acc:HGNC:15448]
ORTHOMCL7720	endosomal part	GO:0010008;GO:0044440	4	1	O14964	HGS_HUMAN	HGS	HUMAN	hepatocyte growth factor-regulated tyrosine kinase substrate [Source:HGNC Symbol;Acc:HGNC:4897]
ORTHOMCL10972	endosome	GO:0005768	2	1	O88307	SORL_MOUSE	SORL	MOUSE	none
ORTHOMCL11621	endosome	GO:0005768	2	1	Q5T1M5	FKB15_HUMAN	FKB15	HUMAN	FK506 binding protein 15 [Source:HGNC Symbol;Acc:HGNC:23397]
ORTHOMCL11790	endosome	GO:0005768	2	1	P10586	PTPRF_HUMAN	PTPRF	HUMAN	protein tyrosine phosphatase, receptor type F [Source:HGNC Symbol;Acc:HGNC:9670]
ORTHOMCL11911	endosome	GO:0005768	2	1	Q8IY33	MILK2_HUMAN	MILK2	HUMAN	MICAL like 2 [Source:HGNC Symbol;Acc:HGNC:29672]
ORTHOMCL12059	endosome	GO:0005768	2	1	Q7Z3C6	ATG9A_HUMAN	ATG9A	HUMAN	autophagy related 9A [Source:HGNC Symbol;Acc:HGNC:22408]
ORTHOMCL12283	endosome	GO:0005768	2	1	P29274	AA2AR_HUMAN	AA2AR	HUMAN	adenosine A2a receptor [Source:HGNC Symbol;Acc:HGNC:263]
ORTHOMCL13329	endosome	GO:0005768	2	1	Q6UXG2	K1324_HUMAN	K1324	HUMAN	KIAA1324 [Source:HGNC Symbol;Acc:HGNC:29618]
ORTHOMCL14614	endosome	GO:0005768	2	1	O57460	TLL1_DANRE	TLL1	DANRE	tolloid-like 1 [Source:ZFIN;Acc:ZDB-GENE-041020-1]
ORTHOMCL15512	endosome	GO:0005768	2	1	Q9NR09	BIRC6_HUMAN	BIRC6	HUMAN	baculoviral IAP repeat containing 6 [Source:HGNC Symbol;Acc:HGNC:13516]
ORTHOMCL16076	endosome	GO:0005768	2	1	P78357	CNTP1_HUMAN	CNTP1	HUMAN	contactin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:8011]
ORTHOMCL16368	endosome	GO:0005768	2	1	P0C5Y8	ALS2_RAT	ALS2	RAT	none
ORTHOMCL16531	endosome	GO:0005768	2	1	Q29611	CLN3_CANLF	CLN3	CANLF	none
ORTHOMCL1830	endosome	GO:0005768	2	1	P0C0T0	LITAF_RAT	LITAF	RAT	none
ORTHOMCL20096	endosome	GO:0005768	2	1	P16621	LAR_DROME	LAR	DROME	Leukocyte-antigen-related-like [Source:FlyBase;Acc:FBgn0000464]
ORTHOMCL20491	endosome	GO:0005768	2	1	Q641Q2	WAC2A_HUMAN	WAC2A	HUMAN	WASH complex subunit 2A [Source:HGNC Symbol;Acc:HGNC:23416]
ORTHOMCL22756	endosome	GO:0005768	2	1	Q13639	5HT4R_HUMAN	5HT4R	HUMAN	5-hydroxytryptamine receptor 4 [Source:HGNC Symbol;Acc:HGNC:5299]
ORTHOMCL2452	endosome	GO:0005768	2	1	P58200	VTI1B_RAT	VTI1B	RAT	none
ORTHOMCL2788	endosome	GO:0005768	2	1	Q99961	SH3G1_HUMAN	SH3G1	HUMAN	SH3 domain containing GRB2 like 1, endophilin A2 [Source:HGNC Symbol;Acc:HGNC:10830]
ORTHOMCL2985	endosome	GO:0005768	2	1	Q9BUH8	BEGIN_HUMAN	BEGIN	HUMAN	brain enriched guanylate kinase associated [Source:HGNC Symbol;Acc:HGNC:24163]
ORTHOMCL3153	endosome	GO:0005768	2	1	O75340	PDCD6_HUMAN	PDCD6	HUMAN	programmed cell death 6 [Source:HGNC Symbol;Acc:HGNC:8765]
ORTHOMCL3435	endosome	GO:0005768	2	1	O43896	KIF1C_HUMAN	KIF1C	HUMAN	kinesin family member 1C [Source:HGNC Symbol;Acc:HGNC:6317]
ORTHOMCL5209	endosome	GO:0005768	2	1	Q504M8	RAB26_MOUSE	RAB26	MOUSE	none
ORTHOMCL5490	endosome	GO:0005768	2	1	Q12955	ANK3_HUMAN	ANK3	HUMAN	ankyrin 3 [Source:HGNC Symbol;Acc:HGNC:494]
ORTHOMCL5598	endosome	GO:0005768	2	1	P51151	RAB9A_HUMAN	RAB9A	HUMAN	RAB9A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9792]
ORTHOMCL5623	endosome	GO:0005768	2	1	Q9H0R1	AP5M1_HUMAN	AP5M1	HUMAN	adaptor related protein complex 5 mu 1 subunit [Source:HGNC Symbol;Acc:HGNC:20192]
ORTHOMCL5636	endosome	GO:0005768	2	1	Q495T6	MMEL1_HUMAN	MMEL1	HUMAN	membrane metalloendopeptidase like 1 [Source:HGNC Symbol;Acc:HGNC:14668]
ORTHOMCL5859	endosome	GO:0005768	2	1	Q5ZLR1	WLS_CHICK	WLS	CHICK	none
ORTHOMCL5964	endosome	GO:0005768	2	1	Q8TDW5	SYTL5_HUMAN	SYTL5	HUMAN	synaptotagmin like 5 [Source:HGNC Symbol;Acc:HGNC:15589]
ORTHOMCL5984	endosome	GO:0005768	2	1	F1RCP1	BECN1_DANRE	BECN1	DANRE	beclin 1, autophagy related [Source:ZFIN;Acc:ZDB-GENE-040426-1666]
ORTHOMCL6373	endosome	GO:0005768	2	1	Q96L93	KI16B_HUMAN	KI16B	HUMAN	kinesin family member 16B [Source:HGNC Symbol;Acc:HGNC:15869]
ORTHOMCL6659	endosome	GO:0005768	2	1	Q96AX1	VP33A_HUMAN	VP33A	HUMAN	VPS33A, CORVET/HOPS core subunit [Source:HGNC Symbol;Acc:HGNC:18179]
ORTHOMCL7130	endosome	GO:0005768	2	1	O18973	RABX5_BOVIN	RABX5	BOVIN	none
ORTHOMCL7262	endosome	GO:0005768	2	1	Q7T3A4	RAB13_DANRE	RAB13	DANRE	RAB13, member RAS oncogene family [Source:ZFIN;Acc:ZDB-GENE-030826-30]
ORTHOMCL7524	endosome	GO:0005768	2	1	O00461	GOLI4_HUMAN	GOLI4	HUMAN	golgi integral membrane protein 4 [Source:HGNC Symbol;Acc:HGNC:15448]
ORTHOMCL7720	endosome	GO:0005768	2	1	O14964	HGS_HUMAN	HGS	HUMAN	hepatocyte growth factor-regulated tyrosine kinase substrate [Source:HGNC Symbol;Acc:HGNC:4897]
ORTHOMCL8070	endosome	GO:0005768	2	1	Q54CH1	ADCA_DICDI	ADCA	DICDI	none
ORTHOMCL8234	endosome	GO:0005768	2	1	P00519	ABL1_HUMAN	ABL1	HUMAN	ABL proto-oncogene 1, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:76]
ORTHOMCL8494	endosome	GO:0005768	2	1	Q01484	ANK2_HUMAN	ANK2	HUMAN	ankyrin 2 [Source:HGNC Symbol;Acc:HGNC:493]
ORTHOMCL9492	endosome	GO:0005768	2	1	O60462	NRP2_HUMAN	NRP2	HUMAN	neuropilin 2 [Source:HGNC Symbol;Acc:HGNC:8005]
ORTHOMCL11790	extracellular membrane-bounded organelle	GO:0070062;GO:0065010;GO:0043230	3	1	P10586	PTPRF_HUMAN	PTPRF	HUMAN	protein tyrosine phosphatase, receptor type F [Source:HGNC Symbol;Acc:HGNC:9670]
ORTHOMCL12245	extracellular membrane-bounded organelle	GO:0070062;GO:0065010;GO:0043230	3	1	Q9Y6W3	CAN7_HUMAN	CAN7	HUMAN	calpain 7 [Source:HGNC Symbol;Acc:HGNC:1484]
ORTHOMCL12260	extracellular membrane-bounded organelle	GO:0070062;GO:0065010;GO:0043230	3	1	Q13439	GOGA4_HUMAN	GOGA4	HUMAN	golgin A4 [Source:HGNC Symbol;Acc:HGNC:4427]
ORTHOMCL12483	extracellular membrane-bounded organelle	GO:0070062;GO:0065010;GO:0043230	3	1	P18433	PTPRA_HUMAN	PTPRA	HUMAN	protein tyrosine phosphatase, receptor type A [Source:HGNC Symbol;Acc:HGNC:9664]
ORTHOMCL12636	extracellular membrane-bounded organelle	GO:0070062;GO:0065010;GO:0043230	3	1	Q9Y490	TLN1_HUMAN	TLN1	HUMAN	talin 1 [Source:HGNC Symbol;Acc:HGNC:11845]
ORTHOMCL12999	extracellular membrane-bounded organelle	GO:0070062;GO:0065010;GO:0043230	3	1	Q7Z3F1	GP155_HUMAN	GP155	HUMAN	G protein-coupled receptor 155 [Source:HGNC Symbol;Acc:HGNC:22951]
ORTHOMCL13329	extracellular membrane-bounded organelle	GO:0070062;GO:0065010;GO:0043230	3	1	Q6UXG2	K1324_HUMAN	K1324	HUMAN	KIAA1324 [Source:HGNC Symbol;Acc:HGNC:29618]
ORTHOMCL13564	extracellular membrane-bounded organelle	GO:0070062;GO:0065010;GO:0043230	3	1	Q12923	PTN13_HUMAN	PTN13	HUMAN	protein tyrosine phosphatase, non-receptor type 13 [Source:HGNC Symbol;Acc:HGNC:9646]
ORTHOMCL13636	extracellular membrane-bounded organelle	GO:0070062;GO:0065010;GO:0043230	3	1	P11047	LAMC1_HUMAN	LAMC1	HUMAN	laminin subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:6492]
ORTHOMCL14894	extracellular membrane-bounded organelle	GO:0070062;GO:0065010;GO:0043230	3	1	Q6V0I7	FAT4_HUMAN	FAT4	HUMAN	FAT atypical cadherin 4 [Source:HGNC Symbol;Acc:HGNC:23109]
ORTHOMCL15626	extracellular membrane-bounded organelle	GO:0070062;GO:0065010;GO:0043230	3	1	O15085	ARHGB_HUMAN	ARHGB	HUMAN	Rho guanine nucleotide exchange factor 11 [Source:HGNC Symbol;Acc:HGNC:14580]
ORTHOMCL1606	extracellular membrane-bounded organelle	GO:0070062;GO:0065010;GO:0043230	3	1	Q9UBR2	CATZ_HUMAN	CATZ	HUMAN	cathepsin Z [Source:HGNC Symbol;Acc:HGNC:2547]
ORTHOMCL16201	extracellular membrane-bounded organelle	GO:0070062;GO:0065010;GO:0043230	3	1	A1KZ92	PXDNL_HUMAN	PXDNL	HUMAN	peroxidasin like [Source:HGNC Symbol;Acc:HGNC:26359]
ORTHOMCL17211	extracellular membrane-bounded organelle	GO:0070062;GO:0065010;GO:0043230	3	1	P82279	CRUM1_HUMAN	CRUM1	HUMAN	crumbs 1, cell polarity complex component [Source:HGNC Symbol;Acc:HGNC:2343]
ORTHOMCL1772	extracellular membrane-bounded organelle	GO:0070062;GO:0065010;GO:0043230	3	1	Q92597	NDRG1_HUMAN	NDRG1	HUMAN	N-myc downstream regulated 1 [Source:HGNC Symbol;Acc:HGNC:7679]
ORTHOMCL17727	extracellular membrane-bounded organelle	GO:0070062;GO:0065010;GO:0043230	3	1	Q8WXG9	GPR98_HUMAN	GPR98	HUMAN	adhesion G protein-coupled receptor V1 [Source:HGNC Symbol;Acc:HGNC:17416]
ORTHOMCL18576	extracellular membrane-bounded organelle	GO:0070062;GO:0065010;GO:0043230	3	1	Q96RW7	HMCN1_HUMAN	HMCN1	HUMAN	hemicentin 1 [Source:HGNC Symbol;Acc:HGNC:19194]
ORTHOMCL1886	extracellular membrane-bounded organelle	GO:0070062;GO:0065010;GO:0043230	3	1	Q99715	COCA1_HUMAN	COCA1	HUMAN	collagen type XII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2188]
ORTHOMCL19328	extracellular membrane-bounded organelle	GO:0070062;GO:0065010;GO:0043230	3	1	Q9UGM3	DMBT1_HUMAN	DMBT1	HUMAN	deleted in malignant brain tumors 1 [Source:HGNC Symbol;Acc:HGNC:2926]
ORTHOMCL21753	extracellular membrane-bounded organelle	GO:0070062;GO:0065010;GO:0043230	3	1	Q8NDA2	HMCN2_HUMAN	HMCN2	HUMAN	hemicentin 2 [Source:HGNC Symbol;Acc:HGNC:21293]
ORTHOMCL2684	extracellular membrane-bounded organelle	GO:0070062;GO:0065010;GO:0043230	3	1	Q96RW7	HMCN1_HUMAN	HMCN1	HUMAN	hemicentin 1 [Source:HGNC Symbol;Acc:HGNC:19194]
ORTHOMCL3153	extracellular membrane-bounded organelle	GO:0070062;GO:0065010;GO:0043230	3	1	O75340	PDCD6_HUMAN	PDCD6	HUMAN	programmed cell death 6 [Source:HGNC Symbol;Acc:HGNC:8765]
ORTHOMCL3303	extracellular membrane-bounded organelle	GO:0070062;GO:0065010;GO:0043230	3	1	O00299	CLIC1_HUMAN	CLIC1	HUMAN	chloride intracellular channel 1 [Source:HGNC Symbol;Acc:HGNC:2062]
ORTHOMCL4637	extracellular membrane-bounded organelle	GO:0070062;GO:0065010;GO:0043230	3	1	P20073	ANXA7_HUMAN	ANXA7	HUMAN	annexin A7 [Source:HGNC Symbol;Acc:HGNC:545]
ORTHOMCL5598	extracellular membrane-bounded organelle	GO:0070062;GO:0065010;GO:0043230	3	1	P51151	RAB9A_HUMAN	RAB9A	HUMAN	RAB9A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9792]
ORTHOMCL5710	extracellular membrane-bounded organelle	GO:0070062;GO:0065010;GO:0043230	3	1	P08133	ANXA6_HUMAN	ANXA6	HUMAN	annexin A6 [Source:HGNC Symbol;Acc:HGNC:544]
ORTHOMCL5732	extracellular membrane-bounded organelle	GO:0070062;GO:0065010;GO:0043230	3	1	O43490	PROM1_HUMAN	PROM1	HUMAN	prominin 1 [Source:HGNC Symbol;Acc:HGNC:9454]
ORTHOMCL5865	extracellular membrane-bounded organelle	GO:0070062;GO:0065010;GO:0043230	3	1	Q10588	BST1_HUMAN	BST1	HUMAN	bone marrow stromal cell antigen 1 [Source:HGNC Symbol;Acc:HGNC:1118]
ORTHOMCL5867	extracellular membrane-bounded organelle	GO:0070062;GO:0065010;GO:0043230	3	1	P49419	AL7A1_HUMAN	AL7A1	HUMAN	aldehyde dehydrogenase 7 family member A1 [Source:HGNC Symbol;Acc:HGNC:877]
ORTHOMCL6604	extracellular membrane-bounded organelle	GO:0070062;GO:0065010;GO:0043230	3	1	Q8WUM4	PDC6I_HUMAN	PDC6I	HUMAN	programmed cell death 6 interacting protein [Source:HGNC Symbol;Acc:HGNC:8766]
ORTHOMCL6861	extracellular membrane-bounded organelle	GO:0070062;GO:0065010;GO:0043230	3	1	P25685	DNJB1_HUMAN	DNJB1	HUMAN	DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270]
ORTHOMCL7507	extracellular membrane-bounded organelle	GO:0070062;GO:0065010;GO:0043230	3	1	Q9NR16	C163B_HUMAN	C163B	HUMAN	CD163 molecule like 1 [Source:HGNC Symbol;Acc:HGNC:30375]
ORTHOMCL7720	extracellular membrane-bounded organelle	GO:0070062;GO:0065010;GO:0043230	3	1	O14964	HGS_HUMAN	HGS	HUMAN	hepatocyte growth factor-regulated tyrosine kinase substrate [Source:HGNC Symbol;Acc:HGNC:4897]
ORTHOMCL8345	extracellular membrane-bounded organelle	GO:0070062;GO:0065010;GO:0043230	3	1	P48634	PRC2A_HUMAN	PRC2A	HUMAN	proline rich coiled-coil 2A [Source:HGNC Symbol;Acc:HGNC:13918]
ORTHOMCL8405	extracellular membrane-bounded organelle	GO:0070062;GO:0065010;GO:0043230	3	1	P30085	KCY_HUMAN	KCY	HUMAN	cytidine/uridine monophosphate kinase 1 [Source:HGNC Symbol;Acc:HGNC:18170]
ORTHOMCL8545	extracellular membrane-bounded organelle	GO:0070062;GO:0065010;GO:0043230	3	1	Q15366	PCBP2_HUMAN	PCBP2	HUMAN	poly(rC) binding protein 2 [Source:HGNC Symbol;Acc:HGNC:8648]
ORTHOMCL9688	extracellular membrane-bounded organelle	GO:0070062;GO:0065010;GO:0043230	3	1	Q14118	DAG1_HUMAN	DAG1	HUMAN	dystroglycan 1 [Source:HGNC Symbol;Acc:HGNC:2666]
ORTHOMCL10105	extracellular region	GO:0005576	1	1	Q6ZWJ8	KCP_HUMAN	KCP	HUMAN	none
ORTHOMCL10405	extracellular region	GO:0005576	1	1	Q20176	NAS39_CAEEL	NAS39	CAEEL	none
ORTHOMCL10803	extracellular region	GO:0005576	1	1	P55115	NAS15_CAEEL	NAS15	CAEEL	none
ORTHOMCL1085	extracellular region	GO:0005576	1	1	P10419	FMR1_ANTEL	FMR1	ANTEL	none
ORTHOMCL10972	extracellular region	GO:0005576	1	1	O88307	SORL_MOUSE	SORL	MOUSE	none
ORTHOMCL11301	extracellular region	GO:0005576	1	1	O60462	NRP2_HUMAN	NRP2	HUMAN	neuropilin 2 [Source:HGNC Symbol;Acc:HGNC:8005]
ORTHOMCL12064	extracellular region	GO:0005576	1	1	Q17RW2	COOA1_HUMAN	COOA1	HUMAN	collagen type XXIV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:20821]
ORTHOMCL12070	extracellular region	GO:0005576	1	1	P00451	FA8_HUMAN	FA8	HUMAN	coagulation factor VIII [Source:HGNC Symbol;Acc:HGNC:3546]
ORTHOMCL12269	extracellular region	GO:0005576	1	1	Q9P232	CNTN3_HUMAN	CNTN3	HUMAN	contactin 3 [Source:HGNC Symbol;Acc:HGNC:2173]
ORTHOMCL12636	extracellular region	GO:0005576	1	1	Q9Y490	TLN1_HUMAN	TLN1	HUMAN	talin 1 [Source:HGNC Symbol;Acc:HGNC:11845]
ORTHOMCL13133	extracellular region	GO:0005576	1	1	Q9HAV5	TNR27_HUMAN	TNR27	HUMAN	ectodysplasin A2 receptor [Source:HGNC Symbol;Acc:HGNC:17756]
ORTHOMCL13636	extracellular region	GO:0005576	1	1	P11047	LAMC1_HUMAN	LAMC1	HUMAN	laminin subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:6492]
ORTHOMCL13698	extracellular region	GO:0005576	1	1	B3EWZ5	MLRP1_ACRMI	MLRP1	ACRMI	none
ORTHOMCL14369	extracellular region	GO:0005576	1	1	Q14667	K0100_HUMAN	K0100	HUMAN	KIAA0100 [Source:HGNC Symbol;Acc:HGNC:28960]
ORTHOMCL14406	extracellular region	GO:0005576	1	1	A2VEC9	SSPO_HUMAN	SSPO	HUMAN	none
ORTHOMCL14614	extracellular region	GO:0005576	1	1	O57460	TLL1_DANRE	TLL1	DANRE	tolloid-like 1 [Source:ZFIN;Acc:ZDB-GENE-041020-1]
ORTHOMCL14676	extracellular region	GO:0005576	1	1	O60462	NRP2_HUMAN	NRP2	HUMAN	neuropilin 2 [Source:HGNC Symbol;Acc:HGNC:8005]
ORTHOMCL15109	extracellular region	GO:0005576	1	1	O75445	USH2A_HUMAN	USH2A	HUMAN	usherin [Source:HGNC Symbol;Acc:HGNC:12601]
ORTHOMCL15391	extracellular region	GO:0005576	1	1	O60242	AGRB3_HUMAN	AGRB3	HUMAN	adhesion G protein-coupled receptor B3 [Source:HGNC Symbol;Acc:HGNC:945]
ORTHOMCL15828	extracellular region	GO:0005576	1	1	Q9Y6L7	TLL2_HUMAN	TLL2	HUMAN	tolloid like 2 [Source:HGNC Symbol;Acc:HGNC:11844]
ORTHOMCL1606	extracellular region	GO:0005576	1	1	Q9UBR2	CATZ_HUMAN	CATZ	HUMAN	cathepsin Z [Source:HGNC Symbol;Acc:HGNC:2547]
ORTHOMCL16201	extracellular region	GO:0005576	1	1	A1KZ92	PXDNL_HUMAN	PXDNL	HUMAN	peroxidasin like [Source:HGNC Symbol;Acc:HGNC:26359]
ORTHOMCL17211	extracellular region	GO:0005576	1	1	P82279	CRUM1_HUMAN	CRUM1	HUMAN	crumbs 1, cell polarity complex component [Source:HGNC Symbol;Acc:HGNC:2343]
ORTHOMCL17727	extracellular region	GO:0005576	1	1	Q8WXG9	GPR98_HUMAN	GPR98	HUMAN	adhesion G protein-coupled receptor V1 [Source:HGNC Symbol;Acc:HGNC:17416]
ORTHOMCL17886	extracellular region	GO:0005576	1	1	P48816	LYS_BOMMO	LYS	BOMMO	none
ORTHOMCL1830	extracellular region	GO:0005576	1	1	P0C0T0	LITAF_RAT	LITAF	RAT	none
ORTHOMCL18576	extracellular region	GO:0005576	1	1	Q96RW7	HMCN1_HUMAN	HMCN1	HUMAN	hemicentin 1 [Source:HGNC Symbol;Acc:HGNC:19194]
ORTHOMCL18815	extracellular region	GO:0005576	1	1	O75445	USH2A_HUMAN	USH2A	HUMAN	usherin [Source:HGNC Symbol;Acc:HGNC:12601]
ORTHOMCL1886	extracellular region	GO:0005576	1	1	Q99715	COCA1_HUMAN	COCA1	HUMAN	collagen type XII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2188]
ORTHOMCL18882	extracellular region	GO:0005576	1	1	Q8WWZ8	OIT3_HUMAN	OIT3	HUMAN	oncoprotein induced transcript 3 [Source:HGNC Symbol;Acc:HGNC:29953]
ORTHOMCL19328	extracellular region	GO:0005576	1	1	Q9UGM3	DMBT1_HUMAN	DMBT1	HUMAN	deleted in malignant brain tumors 1 [Source:HGNC Symbol;Acc:HGNC:2926]
ORTHOMCL20096	extracellular region	GO:0005576	1	1	P16621	LAR_DROME	LAR	DROME	Leukocyte-antigen-related-like [Source:FlyBase;Acc:FBgn0000464]
ORTHOMCL21753	extracellular region	GO:0005576	1	1	Q8NDA2	HMCN2_HUMAN	HMCN2	HUMAN	hemicentin 2 [Source:HGNC Symbol;Acc:HGNC:21293]
ORTHOMCL2684	extracellular region	GO:0005576	1	1	Q96RW7	HMCN1_HUMAN	HMCN1	HUMAN	hemicentin 1 [Source:HGNC Symbol;Acc:HGNC:19194]
ORTHOMCL2804	extracellular region	GO:0005576	1	1	Q99727	TIMP4_HUMAN	TIMP4	HUMAN	TIMP metallopeptidase inhibitor 4 [Source:HGNC Symbol;Acc:HGNC:11823]
ORTHOMCL3238	extracellular region	GO:0005576	1	1	O94985	CSTN1_HUMAN	CSTN1	HUMAN	calsyntenin 1 [Source:HGNC Symbol;Acc:HGNC:17447]
ORTHOMCL5495	extracellular region	GO:0005576	1	1	Q8N441	FGRL1_HUMAN	FGRL1	HUMAN	fibroblast growth factor receptor like 1 [Source:HGNC Symbol;Acc:HGNC:3693]
ORTHOMCL5636	extracellular region	GO:0005576	1	1	Q495T6	MMEL1_HUMAN	MMEL1	HUMAN	membrane metalloendopeptidase like 1 [Source:HGNC Symbol;Acc:HGNC:14668]
ORTHOMCL5865	extracellular region	GO:0005576	1	1	Q10588	BST1_HUMAN	BST1	HUMAN	bone marrow stromal cell antigen 1 [Source:HGNC Symbol;Acc:HGNC:1118]
ORTHOMCL6140	extracellular region	GO:0005576	1	1	P46531	NOTC1_HUMAN	NOTC1	HUMAN	notch 1 [Source:HGNC Symbol;Acc:HGNC:7881]
ORTHOMCL6348	extracellular region	GO:0005576	1	1	P08120	CO4A1_DROME	CO4A1	DROME	Collagen type IV alpha 1 [Source:FlyBase;Acc:FBgn0000299]
ORTHOMCL6604	extracellular region	GO:0005576	1	1	Q8WUM4	PDC6I_HUMAN	PDC6I	HUMAN	programmed cell death 6 interacting protein [Source:HGNC Symbol;Acc:HGNC:8766]
ORTHOMCL7131	extracellular region	GO:0005576	1	1	Q6H9L7	ISM2_HUMAN	ISM2	HUMAN	isthmin 2 [Source:HGNC Symbol;Acc:HGNC:23176]
ORTHOMCL7192	extracellular region	GO:0005576	1	1	P19615	MYP_STRPU	MYP	STRPU	none
ORTHOMCL7263	extracellular region	GO:0005576	1	1	O95980	RECK_HUMAN	RECK	HUMAN	reversion inducing cysteine rich protein with kazal motifs [Source:HGNC Symbol;Acc:HGNC:11345]
ORTHOMCL7507	extracellular region	GO:0005576	1	1	Q9NR16	C163B_HUMAN	C163B	HUMAN	CD163 molecule like 1 [Source:HGNC Symbol;Acc:HGNC:30375]
ORTHOMCL7522	extracellular region	GO:0005576	1	1	B5DF27	LOXL2_RAT	LOXL2	RAT	none
ORTHOMCL8112	extracellular region	GO:0005576	1	1	Q17RW2	COOA1_HUMAN	COOA1	HUMAN	collagen type XXIV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:20821]
ORTHOMCL8503	extracellular region	GO:0005576	1	1	P02466	CO1A2_RAT	CO1A2	RAT	none
ORTHOMCL9492	extracellular region	GO:0005576	1	1	O60462	NRP2_HUMAN	NRP2	HUMAN	neuropilin 2 [Source:HGNC Symbol;Acc:HGNC:8005]
ORTHOMCL9682	extracellular region	GO:0005576	1	1	Q17RW2	COOA1_HUMAN	COOA1	HUMAN	collagen type XXIV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:20821]
ORTHOMCL9688	extracellular region	GO:0005576	1	1	Q14118	DAG1_HUMAN	DAG1	HUMAN	dystroglycan 1 [Source:HGNC Symbol;Acc:HGNC:2666]
ORTHOMCL11301	neuron projection	GO:0043005	2	1	O60462	NRP2_HUMAN	NRP2	HUMAN	neuropilin 2 [Source:HGNC Symbol;Acc:HGNC:8005]
ORTHOMCL11621	neuron projection	GO:0043005	2	1	Q5T1M5	FKB15_HUMAN	FKB15	HUMAN	FK506 binding protein 15 [Source:HGNC Symbol;Acc:HGNC:23397]
ORTHOMCL11624	neuron projection	GO:0043005	2	1	Q8N3C7	CLIP4_HUMAN	CLIP4	HUMAN	CAP-Gly domain containing linker protein family member 4 [Source:HGNC Symbol;Acc:HGNC:26108]
ORTHOMCL11790	neuron projection	GO:0043005	2	1	P10586	PTPRF_HUMAN	PTPRF	HUMAN	protein tyrosine phosphatase, receptor type F [Source:HGNC Symbol;Acc:HGNC:9670]
ORTHOMCL11911	neuron projection	GO:0043005	2	1	Q8IY33	MILK2_HUMAN	MILK2	HUMAN	MICAL like 2 [Source:HGNC Symbol;Acc:HGNC:29672]
ORTHOMCL11961	neuron projection	GO:0043005	2	1	Q8TD84	DSCL1_HUMAN	DSCL1	HUMAN	DS cell adhesion molecule like 1 [Source:HGNC Symbol;Acc:HGNC:14656]
ORTHOMCL12269	neuron projection	GO:0043005	2	1	Q9P232	CNTN3_HUMAN	CNTN3	HUMAN	contactin 3 [Source:HGNC Symbol;Acc:HGNC:2173]
ORTHOMCL12283	neuron projection	GO:0043005	2	1	P29274	AA2AR_HUMAN	AA2AR	HUMAN	adenosine A2a receptor [Source:HGNC Symbol;Acc:HGNC:263]
ORTHOMCL12483	neuron projection	GO:0043005	2	1	P18433	PTPRA_HUMAN	PTPRA	HUMAN	protein tyrosine phosphatase, receptor type A [Source:HGNC Symbol;Acc:HGNC:9664]
ORTHOMCL13564	neuron projection	GO:0043005	2	1	Q12923	PTN13_HUMAN	PTN13	HUMAN	protein tyrosine phosphatase, non-receptor type 13 [Source:HGNC Symbol;Acc:HGNC:9646]
ORTHOMCL13690	neuron projection	GO:0043005	2	1	Q6P3S1	DEN1B_HUMAN	DEN1B	HUMAN	DENN domain containing 1B [Source:HGNC Symbol;Acc:HGNC:28404]
ORTHOMCL13759	neuron projection	GO:0043005	2	1	D3ZB51	TUTLB_RAT	TUTLB	RAT	none
ORTHOMCL14676	neuron projection	GO:0043005	2	1	O60462	NRP2_HUMAN	NRP2	HUMAN	neuropilin 2 [Source:HGNC Symbol;Acc:HGNC:8005]
ORTHOMCL1501	neuron projection	GO:0043005	2	1	P18848	ATF4_HUMAN	ATF4	HUMAN	activating transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:786]
ORTHOMCL15391	neuron projection	GO:0043005	2	1	O60242	AGRB3_HUMAN	AGRB3	HUMAN	adhesion G protein-coupled receptor B3 [Source:HGNC Symbol;Acc:HGNC:945]
ORTHOMCL15545	neuron projection	GO:0043005	2	1	P48766	NAC1_CAVPO	NAC1	CAVPO	none
ORTHOMCL16076	neuron projection	GO:0043005	2	1	P78357	CNTP1_HUMAN	CNTP1	HUMAN	contactin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:8011]
ORTHOMCL16312	neuron projection	GO:0043005	2	1	Q3TRR0	MAP9_MOUSE	MAP9	MOUSE	none
ORTHOMCL16368	neuron projection	GO:0043005	2	1	P0C5Y8	ALS2_RAT	ALS2	RAT	none
